# BETIS HII-region catalogue - extinction-corrected emission-line fluxes
# Galaxy: MCG-01-57-021   (225 valid HII regions)
#
# UNITS
#   Hb4861 and e_Hb4861 are ABSOLUTE, in erg s^-1 cm^-2 (cgs), unscaled.
#   Every other line and its error is NORMALISED BY Hbeta, i.e. the
#   dimensionless ratio F(line)/F(Hbeta), so Hbeta itself would be 1.
#   To recover an absolute flux:  F(line) = <line> * Hb4861   [cgs]
#   and likewise                  e(line) = e_<line> * Hb4861.
#   The errors are scaled by F(Hbeta) only; the uncertainty of Hbeta
#   itself is NOT folded into them - it is given once, as e_Hb4861.
#   Rows without a measured Hbeta have no ratios at all (all blank).
#
# Fluxes are corrected for internal extinction using the region's own
# Balmer decrement (Cardelli et al. 1989, R_V=3.1, intrinsic Ha/Hb=2.86,
# E(B-V) clamped at >=0); A_V [mag] is that correction.
# OH = 12+log(O/H) from the O3N2 calibrator (blank where [O III] or Hb
# is undetected). ra/dec in degrees J2000; XPIX/YPIX are 1-based FITS
# pixel coordinates in the galaxy's segmentation map.
region_id,ra,dec,XPIX,YPIX,A_V,OH,Hb4861,e_Hb4861,OIII4959,e_OIII4959,OIII5007,e_OIII5007,HeI5876,e_HeI5876,OI6300,e_OI6300,SIII6312,e_SIII6312,OI6364,e_OI6364,NII6548,e_NII6548,Ha6563,e_Ha6563,NII6584,e_NII6584,HeI6678,e_HeI6678,SII6716,e_SII6716,SII6731,e_SII6731
1,340.067,-2.42841,239,78,0.799104,8.47142,5.13738e-15,1.17475e-15,0.20214,0.0453863,0.620855,0.135963,0.0578508,0.0115033,0.089717,0.0156184,,,0.00898385,0.00356044,0.219596,0.0400098,2.86,0.473098,0.656801,0.112063,0.0229556,0.00643872,0.383915,0.0585795,0.271474,0.0410984
2,340.066,-2.42897,253,68,0.747945,8.44535,5.87313e-15,1.45408e-15,0.275312,0.0668611,0.825235,0.196772,0.0522231,0.0120333,0.11091,0.0231523,,,0.0174288,0.00441842,0.217755,0.0469197,2.86,0.525587,0.651462,0.128152,0.0232596,0.00742077,0.4491,0.0737554,0.322382,0.0531303
3,340.063,-2.42764,315,92,0.904046,8.56919,2.56932e-15,5.5702e-16,0.0756248,0.019175,0.273078,0.0579178,0.0175889,0.00766831,0.181326,0.0311684,,,0.0274462,0.00996515,0.288846,0.0497247,2.86,0.462271,0.863469,0.141833,0.0161409,0.00646389,0.46608,0.0700318,0.330827,0.049869
4,340.063,-2.42408,307,156,1.74274,8.59693,3.048e-15,5.37485e-16,,,0.276187,0.0604461,0.366851,0.135745,0.274272,0.0414969,,,0.0784706,0.0224115,0.394762,0.0514226,2.86,0.347156,1.17512,0.141872,,,0.552106,0.0657233,0.423487,0.0498629
5,340.06,-2.4258,358,125,1.31026,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,340.067,-2.42047,234,221,0.571175,8.49583,1.80293e-15,5.06528e-16,0.18246,0.0511665,0.527392,0.141979,0.0664937,0.0177403,0.195884,0.0437885,,,0.014789,0.00481067,0.245609,0.0555969,2.86,0.588133,0.735449,0.159719,,,0.549089,0.103583,0.376202,0.0707557
7,340.064,-2.42058,292,219,0.435109,8.52867,3.3542e-15,6.15924e-16,0.111131,0.0218503,0.358366,0.0640608,0.0457721,0.0103864,0.179018,0.0279658,,,0.0185766,0.00504578,0.241579,0.035777,2.86,0.388324,0.723875,0.0996161,0.0218314,0.00746926,0.497204,0.0627667,0.344257,0.0438163
8,340.054,-2.42875,462,72,0.734915,8.41129,7.72406e-16,9.23851e-17,0.356748,0.0439731,1.10468,0.126532,,,0.44184,0.0523553,,,,,0.200306,0.0295434,2.86,0.240134,0.599299,0.0552073,,,0.466438,0.041974,0.333713,0.0329742
9,340.067,-2.41536,242,313,0.875837,8.31153,4.07475e-16,7.30513e-17,0.654192,0.120687,1.87199,0.317158,,,0.636283,0.0943696,,,,,0.123233,0.0429037,2.86,0.348304,0.368441,0.0682224,,,0.348639,0.0534559,0.248747,0.0449838
10,340.058,-2.41914,391,245,0.959903,8.51557,1.03063e-15,1.69095e-16,0.143031,0.0303753,0.416612,0.0684299,,,0.395544,0.0638423,,,,,0.243005,0.0408086,2.86,0.339738,0.726228,0.0901975,,,0.474215,0.0551151,0.335555,0.0418197
11,340.067,-2.41914,237,245,1.34808,8.47064,1.97081e-15,2.55933e-16,0.205932,0.0292353,0.617887,0.0775286,,,0.290168,0.0399433,,,,,0.217245,0.0274295,2.86,0.275506,0.647977,0.0651502,,,0.560812,0.0508628,0.387914,0.036511
12,340.065,-2.4298,278,53,0.764885,8.45181,9.32549e-16,2.81028e-16,0.241482,0.0735437,0.731844,0.212381,,,0.385809,0.0915643,,,,,0.207583,0.0540929,2.86,0.644632,0.620977,0.141935,,,0.426372,0.0902634,0.294512,0.0649027
13,340.054,-2.42364,475,164,0.412599,8.53768,4.97656e-16,1.26496e-16,0.0786915,0.0264312,0.329487,0.082792,,,0.475089,0.0951691,,,,,0.245623,0.0535244,2.86,0.545391,0.736076,0.140762,,,0.486165,0.0851479,0.351991,0.0636215
14,340.07,-2.41969,191,235,0.568401,8.49103,8.61953e-16,3.0853e-16,0.147814,0.0548015,0.50364,0.173952,0.0539539,0.0252359,,,0.357114,0.098554,,,0.222129,0.0678891,2.86,0.775728,0.665148,0.184651,,,0.559762,0.135256,0.381302,0.0939056
15,340.073,-2.42269,131,181,0.751722,8.43337,8.05677e-16,1.69385e-16,0.266262,0.0560971,0.853828,0.170375,0.06345,0.0175783,,,0.381042,0.0665525,,,0.197221,0.0431773,2.86,0.427021,0.590018,0.0980843,,,0.460079,0.0675153,0.318651,0.0493671
16,340.069,-2.42486,201,142,0.424634,8.52874,1.35124e-15,3.15378e-16,0.103536,0.0266953,0.371058,0.0840812,,,0.295302,0.0637267,,,0.020469,0.00635541,0.250303,0.0475794,2.86,0.467017,0.750055,0.128053,,,0.589608,0.0904917,0.401407,0.0627837
17,340.053,-2.41969,493,235,0.295605,8.49418,6.57552e-16,1.36398e-16,0.119271,0.0276967,0.411242,0.083342,,,0.396848,0.0661484,,,0.0437552,0.0173241,0.18772,0.0367635,2.86,0.435444,0.562884,0.0896331,,,0.5856,0.0888902,0.411031,0.0625108
18,340.063,-2.42864,301,74,0.383375,8.55572,5.11475e-16,9.71548e-17,0.0862024,0.0241166,0.289668,0.0574294,,,0.546358,0.0868061,,,,,0.263698,0.0371904,2.86,0.356033,0.790358,0.100064,0.0258662,0.00808966,0.454369,0.0690494,0.325146,0.053505
19,340.064,-2.41964,299,236,1.06014,8.52826,1.09568e-15,3.83135e-16,0.125954,0.0451242,0.387592,0.130683,0.0432047,0.0172949,,,0.383076,0.100036,,,0.260902,0.0743287,2.86,0.762772,0.779319,0.217077,0.0203305,0.00780735,0.50113,0.11716,0.338207,0.0789722
20,340.068,-2.42197,218,194,0.80649,8.56456,7.8643e-16,1.83111e-16,0.0984361,0.032502,0.284242,0.0674086,,,0.446753,0.0849838,,,,,0.285719,0.05805,2.86,0.50106,0.854539,0.153715,,,0.615116,0.102802,0.413328,0.0714814
21,340.054,-2.42347,464,167,0.789155,8.4277,7.22872e-16,1.82402e-16,0.315729,0.0798193,1.01142,0.244547,,,0.515399,0.105788,,,,,0.219485,0.0510596,2.86,0.548119,0.656503,0.127046,,,0.415332,0.0757643,0.309531,0.0585676
22,340.073,-2.42097,136,212,0.644339,8.46447,2.81455e-16,3.57872e-17,0.205662,0.0366242,0.58112,0.0760865,,,0.546442,0.0666045,,,,,0.189913,0.0363902,2.86,0.248451,0.568463,0.0592363,,,0.504133,0.0549594,0.34515,0.0446987
23,340.063,-2.43108,302,30,0.813897,8.44009,7.82444e-16,1.26648e-16,0.247564,0.0421031,0.777124,0.121681,,,0.468242,0.0648722,,,,,0.193441,0.0284607,2.86,0.352684,0.578529,0.0733229,,,0.362069,0.0473193,0.250063,0.0308991
24,340.072,-2.42302,138,175,0.601412,8.4604,1.12512e-15,3.67445e-16,0.229706,0.0747088,0.695115,0.218049,0.0749568,0.0230393,,,0.303075,0.078546,,,0.216927,0.0609314,2.86,0.714451,0.649463,0.169171,,,0.526422,0.129092,0.353163,0.0857107
25,340.07,-2.42375,191,162,0.526834,8.50914,1.25341e-15,3.17093e-16,0.129447,0.0347613,0.462773,0.112999,0.0760038,0.021239,0.298839,0.061429,,,,,0.250471,0.0527316,2.86,0.550423,0.750172,0.145451,,,0.58734,0.102749,0.407493,0.0726821
26,340.067,-2.42969,240,55,0.45734,8.48525,7.62067e-16,6.88383e-17,0.194776,0.0236476,0.567767,0.052842,,,,,0.33712,0.0456456,0.0205395,0.00817566,0.234432,0.033145,2.86,0.184069,0.702381,0.0556221,,,0.64015,0.045366,0.450244,0.0351052
27,340.07,-2.42503,185,139,0.580676,8.42556,6.71678e-16,1.56124e-16,0.330921,0.0767075,0.988273,0.219291,,,0.45339,0.0854596,,,,,0.209254,0.0456337,2.86,0.475493,0.626557,0.110094,,,0.509506,0.0857585,0.345949,0.0607037
28,340.061,-2.42014,343,227,0.0437264,8.50674,6.35721e-16,1.57808e-16,0.144631,0.0391771,0.423384,0.101654,,,0.331324,0.0655652,,,,,0.22249,0.0505177,2.86,0.551262,0.66799,0.136652,,,0.527497,0.0895051,0.370345,0.0646129
29,340.068,-2.42341,216,168,0.895773,8.47666,6.15572e-16,2.13945e-16,0.223292,0.0831503,0.698572,0.23442,,,,,0.555416,0.145669,,,0.262304,0.0818348,2.86,0.746326,0.784158,0.217468,,,0.539355,0.130462,0.389665,0.0965722
30,340.07,-2.42402,177,157,0.590652,8.51113,2.68762e-15,6.21581e-16,0.137049,0.0332205,0.423758,0.0952703,0.0592746,0.0143772,0.217005,0.0393298,,,0.0214539,0.00570019,0.234659,0.0447963,2.86,0.489812,0.70259,0.124061,,,0.605814,0.0961767,0.417459,0.0664501
31,340.07,-2.42075,188,216,0.686109,8.44897,1.09464e-15,1.87413e-16,0.226386,0.0421348,0.72548,0.120514,0.073139,0.0197777,,,0.353899,0.0610122,0.0276871,0.0101809,0.199257,0.0345143,2.86,0.336059,0.596306,0.0744982,,,0.441066,0.0548789,0.292908,0.0399265
32,340.068,-2.42503,213,139,0.397154,8.51781,7.23064e-16,1.77639e-16,0.134492,0.0374397,0.44425,0.106429,,,0.370627,0.0734841,,,,,0.265013,0.0559297,2.86,0.524304,0.794245,0.152385,,,0.625882,0.105413,0.423413,0.0736651
33,340.074,-2.42575,111,126,0.707236,8.44349,1.40771e-15,1.24884e-16,0.239178,0.0264776,0.743694,0.0641504,,,0.469574,0.0603697,,,,,0.192165,0.0318318,2.86,0.177587,0.575022,0.0459626,,,0.648289,0.0488453,0.441519,0.0379127
34,340.073,-2.42941,128,60,0.496075,8.44537,4.15936e-16,1.13112e-16,0.235872,0.0690125,0.762884,0.199477,,,,,0.684275,0.147003,,,0.201077,0.055678,2.86,0.58035,0.602329,0.128448,,,0.578851,0.113527,0.377876,0.0797946
35,340.061,-2.41975,348,234,0.244619,8.49709,7.24794e-16,7.16088e-17,0.150861,0.0220987,0.467862,0.0467855,,,0.346765,0.034205,,,,,0.220643,0.0263281,2.86,0.195955,0.661777,0.0513805,,,0.523635,0.0405158,0.372549,0.0301124
36,340.054,-2.42064,465,218,0.422851,8.42315,3.68444e-16,6.81251e-17,0.349375,0.0681922,1.0889,0.191904,,,0.712519,0.113239,,,,,0.224372,0.0491096,2.86,0.384596,0.672358,0.0999112,,,0.55636,0.078204,0.421485,0.0632074
37,340.072,-2.42069,152,217,0.805245,8.45769,4.95119e-16,1.92927e-16,0.188855,0.0781311,0.661536,0.246437,,,0.65647,0.189597,,,,,0.200469,0.0709056,2.86,0.778933,0.599574,0.174325,,,0.44359,0.116215,0.311337,0.085557
38,340.068,-2.43047,215,41,0.252338,8.48129,2.94396e-16,1.09891e-16,0.152494,0.0645637,0.528638,0.189465,,,0.74869,0.207515,,,,,0.208489,0.073292,2.86,0.784209,0.625297,0.178015,,,0.54327,0.14015,0.364602,0.102767
39,340.055,-2.42308,456,174,0.628731,8.48877,4.99228e-16,8.29083e-17,0.185403,0.0373943,0.644821,0.104676,,,0.637971,0.107594,,,0.112879,0.0455029,0.277293,0.05021,2.86,0.3374,0.830082,0.108662,,,0.690953,0.0809174,0.511145,0.0627435
40,340.059,-2.42664,387,110,0.64227,8.50576,3.26537e-16,7.42493e-17,0.148487,0.0466236,0.472169,0.10716,,,0.948953,0.170983,,,,,0.246121,0.0649275,2.86,0.479507,0.736717,0.136283,,,0.52926,0.0924335,0.35308,0.0688989
41,340.072,-2.42364,147,164,0.238199,8.50116,5.14597e-16,8.03694e-17,0.146598,0.0287072,0.429378,0.0664202,0.0433414,0.0163756,0.397007,0.0557744,,,0.023913,0.00748637,0.212054,0.0387032,2.86,0.328357,0.636035,0.0813524,,,0.609605,0.0688092,0.41903,0.0491713
42,340.058,-2.42386,391,160,0.250025,8.56597,1.21277e-16,2.68553e-17,,,0.30595,0.0760831,,,0.809501,0.14207,,,,,0.311416,0.0668202,2.86,0.453622,0.934009,0.156171,,,0.724306,0.11089,0.520477,0.0842658
43,340.076,-2.42469,69,145,0.789201,8.39435,3.58804e-16,1.16021e-16,0.372839,0.122625,0.981744,0.302683,,,,,0.772676,0.19583,0.0672694,0.0290428,,,2.86,0.679887,0.443998,0.129138,,,0.357384,0.0956587,0.236773,0.0760603
44,340.07,-2.42314,177,173,0.338226,8.4971,5.7404e-16,1.87988e-16,0.160235,0.0559676,0.515452,0.163408,0.0697945,0.026058,0.452453,0.112469,,,,,0.24324,0.0721951,2.86,0.709264,0.729209,0.189966,,,0.646212,0.144565,0.416034,0.0955947
45,340.065,-2.42358,264,165,1.41265,8.58116,2.01146e-15,3.55661e-16,0.0952414,0.0283587,0.269632,0.0518039,,,0.498078,0.0840404,,,0.041179,0.0136842,0.325364,0.0525051,2.86,0.370328,0.970149,0.133654,,,0.5585,0.0706278,0.38502,0.0516887
46,340.063,-2.42425,315,153,1.52283,8.61477,1.15963e-15,2.272e-16,,,0.204819,0.0520303,,,0.474074,0.0717032,,,,,0.352084,0.0549105,2.86,0.377874,1.04924,0.14259,,,0.533492,0.0869459,0.399947,0.066531
47,340.054,-2.42714,477,101,0.261388,8.49853,2.19266e-16,5.32599e-17,0.143642,0.0529761,0.497914,0.121182,,,1.06384,0.194808,,,,,0.238705,0.0744647,2.86,0.49988,0.715889,0.140492,,,0.522077,0.0976632,0.357015,0.0754218
48,340.071,-2.42603,164,121,0.38656,8.43714,6.23226e-16,1.29134e-16,0.242674,0.0522802,0.809217,0.161687,0.0725584,0.0248993,0.395455,0.0736243,,,0.0364982,0.0117141,0.194529,0.0440475,2.86,0.450186,0.583036,0.0971714,,,0.48948,0.0736801,0.350633,0.0538874
49,340.056,-2.42464,428,146,0.73904,8.56807,3.66743e-16,1.13064e-16,,,0.31139,0.100942,,,0.900317,0.212209,,,,,0.325107,0.0899075,2.86,0.629359,0.972674,0.220235,,,0.781193,0.163304,0.574016,0.123736
50,340.062,-2.43102,320,31,0.978345,8.48613,4.31163e-16,8.46173e-17,0.199593,0.0502293,0.608091,0.118675,,,0.952079,0.164231,,,,,0.254257,0.0581749,2.86,0.3811,0.759785,0.112589,,,0.636397,0.0919095,0.471495,0.0714736
51,340.077,-2.4248,59,143,0.622827,8.45258,2.56283e-16,5.93057e-17,0.167647,0.0550321,0.578359,0.133311,,,0.993613,0.20447,,,0.13499,0.0497983,0.165353,0.0676282,2.86,0.472208,0.495003,0.104356,,,0.404824,0.090291,0.24017,0.0741332
52,340.063,-2.42775,300,90,0.938158,8.60053,6.31019e-16,1.238e-16,,,0.192933,0.0447136,,,,,0.68645,0.108933,,,0.285241,0.0469018,2.86,0.39336,0.852545,0.121784,,,0.576274,0.0747418,0.405748,0.0545558
53,340.061,-2.42652,348,112,0.438503,8.55404,4.3528e-16,8.91143e-17,0.0992985,0.0353669,0.340099,0.0730134,,,,,0.652547,0.104506,,,0.304015,0.0552196,2.86,0.387417,0.910946,0.128112,,,0.654569,0.103336,0.439833,0.0749273
54,340.062,-2.4208,322,215,0.630433,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,340.074,-2.42486,111,142,0.558224,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,340.069,-2.42208,207,192,1.30698,,5.7512e-16,2.29361e-16,,,,,,,,,0.74798,0.22262,,,0.257362,0.0927071,2.86,0.809613,0.767792,0.232471,,,0.608235,0.164393,0.404401,0.11576
57,340.07,-2.42219,187,190,0.584781,8.50129,4.191e-16,9.77732e-17,0.149264,0.0478352,0.504128,0.117289,,,,,0.658749,0.13003,,,0.249748,0.0625891,2.86,0.489083,0.74779,0.136839,,,0.568262,0.0984496,0.385477,0.0705277
