# BETIS HII-region catalogue - extinction-corrected emission-line fluxes
# Galaxy: ESO18-18   (116 valid HII regions)
#
# UNITS
#   Hb4861 and e_Hb4861 are ABSOLUTE, in erg s^-1 cm^-2 (cgs), unscaled.
#   Every other line and its error is NORMALISED BY Hbeta, i.e. the
#   dimensionless ratio F(line)/F(Hbeta), so Hbeta itself would be 1.
#   To recover an absolute flux:  F(line) = <line> * Hb4861   [cgs]
#   and likewise                  e(line) = e_<line> * Hb4861.
#   The errors are scaled by F(Hbeta) only; the uncertainty of Hbeta
#   itself is NOT folded into them - it is given once, as e_Hb4861.
#   Rows without a measured Hbeta have no ratios at all (all blank).
#
# Fluxes are corrected for internal extinction using the region's own
# Balmer decrement (Cardelli et al. 1989, R_V=3.1, intrinsic Ha/Hb=2.86,
# E(B-V) clamped at >=0); A_V [mag] is that correction.
# OH = 12+log(O/H) from the O3N2 calibrator (blank where [O III] or Hb
# is undetected). ra/dec in degrees J2000; XPIX/YPIX are 1-based FITS
# pixel coordinates in the galaxy's segmentation map.
region_id,ra,dec,XPIX,YPIX,A_V,OH,Hb4861,e_Hb4861,OIII4959,e_OIII4959,OIII5007,e_OIII5007,HeI5876,e_HeI5876,OI6300,e_OI6300,SIII6312,e_SIII6312,OI6364,e_OI6364,NII6548,e_NII6548,Ha6563,e_Ha6563,NII6584,e_NII6584,HeI6678,e_HeI6678,SII6716,e_SII6716,SII6731,e_SII6731
1,141.909,-80.1799,182,135,1.11417,8.56091,2.99493e-15,3.61071e-16,0.122333,0.0164942,0.349189,0.0412691,0.0949132,0.00996087,0.0416236,0.00460543,,,0.017505,0.00377535,0.337781,0.0342021,2.86,0.259816,1.00869,0.0943311,0.0198033,0.00524835,0.449229,0.0489694,0.322127,0.0339576
2,141.92,-80.1819,148,98,1.31211,8.50227,4.28696e-15,1.13191e-15,0.210811,0.0553998,0.634259,0.161355,0.0871385,0.0188736,0.051808,0.0106453,,,0.017916,0.00446289,0.318888,0.0675939,2.86,0.580445,0.95132,0.197316,0.0206534,0.00576364,0.382924,0.0721752,0.273698,0.0511958
3,141.926,-80.1788,130,154,1.28626,8.55485,6.96416e-15,1.85395e-15,0.114716,0.0304822,0.368763,0.0944685,0.0854722,0.0203879,0.0507207,0.0102484,,,0.0167751,0.00351229,0.334042,0.0693246,2.86,0.573601,0.996658,0.201487,0.0202661,0.00519871,0.47278,0.0856888,0.33372,0.0602312
4,141.91,-80.1782,178,164,1.10694,8.54338,9.07469e-16,2.91681e-16,0.158871,0.0568085,0.462514,0.146105,0.100788,0.0281934,0.0604899,0.0160206,,,0.0249517,0.00980053,0.368674,0.0947581,2.86,0.689313,1.10098,0.276829,,,0.502659,0.109455,0.340581,0.074031
5,141.912,-80.183,174,79,1.02751,8.44742,1.67437e-15,3.36637e-16,0.345506,0.0691896,1.0462,0.201238,0.106044,0.0185536,0.0520955,0.0103089,,,0.02207,0.00668684,0.282897,0.0445683,2.86,0.427883,0.845158,0.128033,0.0279545,0.00669148,0.449447,0.0609749,0.317304,0.0432905
6,141.936,-80.1778,100,172,1.06844,8.46045,2.74045e-15,5.69011e-16,0.280109,0.0579683,0.890591,0.177769,0.108948,0.0188219,0.0492979,0.00843408,0.0128053,0.00371261,0.0459437,0.0187262,0.278767,0.043887,2.86,0.413027,0.832649,0.124282,0.0299172,0.00608718,0.429897,0.0590654,0.297096,0.0414282
7,141.924,-80.182,136,96,1.31699,8.51608,6.16296e-16,1.32286e-16,0.192593,0.0492678,0.58492,0.122701,0.0873909,0.0184668,0.0840732,0.0165925,,,0.0269168,0.00758533,0.343764,0.059236,2.86,0.456922,1.02551,0.166801,,,0.521299,0.0754778,0.367198,0.0531049
8,141.927,-80.1797,126,138,1.21361,8.59048,2.71762e-15,9.37679e-16,0.0689825,0.0282919,0.2931,0.0977803,0.0769638,0.0222313,0.0693977,0.0181733,,,0.0288126,0.00912987,0.390286,0.104101,2.86,0.723876,1.16489,0.305589,0.0162194,0.00661461,0.539936,0.12181,0.37755,0.0849005
9,141.936,-80.1765,99,195,0.812616,8.40869,2.5491e-16,5.38194e-17,0.430797,0.0932133,1.34868,0.272908,0.0881553,0.0219528,0.0607896,0.0174589,,,,,0.237858,0.0398695,2.86,0.447929,0.711373,0.112213,,,0.457943,0.065885,0.334932,0.0487125
10,141.903,-80.1756,200,211,1.00127,8.38713,1.34627e-15,5.08294e-16,0.547711,0.201572,1.63319,0.590066,0.106462,0.0321395,0.0549948,0.0157019,,,0.0187744,0.00691383,0.229016,0.0691072,2.86,0.818782,0.684278,0.203123,0.028586,0.00973943,0.426582,0.109798,0.294141,0.0752871
11,141.937,-80.1769,96,188,0.632574,8.41656,3.36653e-15,6.63282e-16,0.420734,0.0804624,1.27337,0.239367,0.0949449,0.0163037,,,0.0610714,0.0120651,0.0210538,0.00363707,0.244388,0.0373988,2.86,0.414598,0.731566,0.106377,0.0250307,0.00522918,0.489089,0.0672386,0.342753,0.0469507
12,141.911,-80.1818,176,100,1.40897,8.42954,1.58889e-15,3.70749e-16,0.415659,0.0983069,1.22544,0.274457,0.105961,0.0257352,0.0661138,0.0141219,,,0.0461296,0.0157419,0.272217,0.0500242,2.86,0.49675,0.811694,0.141316,0.0298246,0.00916239,0.34738,0.0576435,0.248903,0.0420693
13,141.935,-80.1789,103,153,0.99456,8.4543,2.65957e-15,6.86642e-16,0.29211,0.0740884,0.917017,0.226893,0.105155,0.0224328,0.050884,0.0103793,,,0.0200703,0.00451965,0.267768,0.0574079,2.86,0.563278,0.800093,0.164977,0.029482,0.0070437,0.429465,0.0788119,0.300815,0.0551603
14,141.939,-80.1808,89,118,1.28514,8.46614,1.50279e-15,3.76731e-16,0.256419,0.0664651,0.860637,0.207145,0.113601,0.0255155,,,0.0634505,0.015021,0.0279458,0.00772512,0.287531,0.058743,2.86,0.537217,0.857889,0.171251,0.0267981,0.00737569,0.492919,0.0837327,0.335116,0.0563686
15,141.918,-80.1752,154,218,0.836377,8.33294,1.66469e-15,4.99677e-16,0.786565,0.22736,2.31852,0.656825,0.12287,0.0293967,,,0.068616,0.0167853,0.0265138,0.00775632,0.187348,0.045637,2.86,0.627888,0.560244,0.128156,0.0260564,0.00805002,0.417462,0.0832463,0.295292,0.0589783
16,141.914,-80.1815,168,106,1.62068,8.56608,3.97671e-15,2.92033e-16,0.11207,0.0148688,0.349346,0.027274,0.0728803,0.00827767,0.0603683,0.00659523,,,0.0119255,0.00338943,0.358497,0.0283079,2.86,0.147272,1.06782,0.0633665,0.0204344,0.00613912,0.480413,0.0378476,0.334581,0.029055
17,141.953,-80.1776,47,176,0.78095,8.33222,6.6707e-16,1.81966e-16,0.701226,0.187259,2.17292,0.565521,0.0976146,0.0253816,0.0679354,0.0167834,,,0.0194399,0.00807199,0.174298,0.0389071,2.86,0.590627,0.521365,0.109955,0.0372902,0.010399,0.391695,0.0742897,0.26681,0.0501657
18,141.909,-80.1794,183,143,1.21833,8.56188,8.78838e-15,2.4191e-15,0.117618,0.0321581,0.353313,0.0934253,0.0928202,0.0210266,0.0399015,0.00860466,,,0.0120409,0.0036119,0.345585,0.0759779,2.86,0.60087,1.03145,0.222321,0.0205556,0.00610231,0.410713,0.086191,0.289593,0.0625768
19,141.891,-80.1816,236,104,1.38367,8.32921,1.10023e-15,1.97516e-16,0.817269,0.144552,2.51592,0.422808,0.0986108,0.0173808,0.0507594,0.0099734,,,0.0267421,0.0106876,0.196588,0.0279198,2.86,0.360244,0.586258,0.0762275,0.0320853,0.0106184,0.342607,0.0434873,0.25367,0.0322764
20,141.919,-80.1812,151,110,1.54886,8.60643,1.23906e-15,3.03894e-16,0.0827048,0.0356179,0.244484,0.0643335,0.0468167,0.0134429,0.0800475,0.0189489,,,,,0.385631,0.0727512,2.86,0.518408,1.14906,0.2081,,,0.489124,0.0800867,0.349155,0.0574171
21,141.928,-80.1815,125,105,1.09393,8.53827,1.49603e-15,4.14929e-16,0.140552,0.0428649,0.503149,0.135352,0.0784752,0.0197119,0.0764786,0.0176905,,,0.0320577,0.0109022,0.378874,0.0837429,2.86,0.606633,1.13151,0.243995,0.0220144,0.00792218,0.489186,0.0935458,0.350119,0.0666225
22,141.933,-80.181,110,114,1.05262,8.52418,2.15128e-15,5.98848e-16,0.16832,0.0481701,0.527716,0.141906,0.0901041,0.020915,0.0708511,0.0151492,,,0.0234412,0.00706015,0.339301,0.0747843,2.86,0.609631,1.01354,0.218667,0.0231297,0.00649872,0.505409,0.0951584,0.34852,0.0652642
23,141.91,-80.1791,178,149,1.27602,8.58329,2.9927e-15,5.0582e-16,0.0973328,0.0209525,0.286937,0.0490154,0.0776531,0.0120068,0.0556043,0.00751381,,,0.0157995,0.00467615,0.354009,0.0451932,2.86,0.356328,1.05628,0.127605,,,0.488393,0.0591524,0.346092,0.0419248
24,141.92,-80.1762,147,201,0.937426,8.41425,4.3181e-16,1.31775e-16,0.444976,0.134911,1.44175,0.416863,0.122327,0.0354717,0.111973,0.0267136,,,,,0.270237,0.0619338,2.86,0.638938,0.807704,0.179854,,,0.527556,0.107687,0.367004,0.0760823
25,141.911,-80.1751,176,220,0.839008,8.36243,1.32007e-15,4.14015e-16,0.624211,0.18974,1.89499,0.566416,0.0945569,0.0253256,0.0493673,0.014228,,,0.0181745,0.00738672,0.205483,0.0528378,2.86,0.626362,0.614466,0.139391,0.027567,0.00839897,0.421083,0.0851234,0.296624,0.0600917
26,141.91,-80.1808,179,118,1.23123,8.55733,2.78117e-15,5.89748e-16,0.116899,0.0272822,0.375625,0.0776493,0.0788018,0.0144654,0.0677965,0.0116835,,,0.022068,0.00566412,0.34956,0.0592091,2.86,0.466185,1.04324,0.172138,,,0.536747,0.0883607,0.373456,0.0643313
27,141.924,-80.1792,137,147,1.51019,8.61642,4.63315e-15,1.29623e-15,0.0499663,0.0207891,0.196435,0.0545562,0.0650045,0.0165114,0.0522685,0.0126093,,,0.0113848,0.00397632,0.343425,0.0683318,2.86,0.550911,1.0235,0.199741,0.0148435,0.0059964,0.428689,0.0788986,0.300242,0.0553685
28,141.934,-80.1794,105,144,1.35737,8.53853,2.30012e-15,7.44047e-16,0.12054,0.0444958,0.457893,0.145039,0.0847034,0.0231349,0.0801098,0.0195593,,,0.035081,0.00990589,0.346251,0.086711,2.86,0.705962,1.03271,0.252728,0.0182597,0.00807524,0.533224,0.116785,0.36456,0.0797864
29,141.917,-80.1744,157,234,0.844643,8.38366,5.15318e-16,1.50245e-16,0.564445,0.164716,1.528,0.42264,0.0968139,0.0269822,,,0.0979356,0.0257829,,,0.206419,0.0473828,2.86,0.596132,0.617249,0.133975,0.0342166,0.0126714,0.489201,0.0948446,0.35386,0.0684257
30,141.899,-80.1799,212,135,1.31762,8.5373,1.0941e-15,2.11836e-16,0.131853,0.0407069,0.450976,0.0885271,0.0976827,0.0199394,0.0672376,0.0128619,,,0.0206457,0.00877748,0.336301,0.0477063,2.86,0.393335,1.00324,0.134343,,,0.534417,0.0744781,0.370792,0.0506072
31,141.915,-80.1809,163,116,1.90552,,3.53909e-15,1.36866e-15,0.0919724,0.0467483,,,0.0659416,0.0227501,0.0705216,0.0204046,,,0.0186533,0.00951336,0.383471,0.106686,2.86,0.780247,1.14058,0.312198,,,0.49718,0.129322,0.352146,0.0907364
32,141.934,-80.1836,105,68,0.699391,8.34627,3.50342e-16,8.8636e-17,0.804063,0.199702,2.35051,0.560141,0.105155,0.0368079,0.0892201,0.026617,,,,,0.216429,0.0502629,2.86,0.517858,0.647652,0.12577,,,0.361279,0.062299,0.259075,0.0451418
33,141.953,-80.1808,47,118,0.53095,8.41397,4.33598e-16,1.60741e-16,0.37928,0.140861,1.2653,0.447917,0.110245,0.0381679,0.0524735,0.0172662,,,,,0.23596,0.0698056,2.86,0.782363,0.706698,0.201641,,,0.474608,0.119001,0.335076,0.0829878
34,141.92,-80.1786,148,157,1.54985,8.60913,1.95772e-15,3.87253e-16,0.0654538,0.027219,0.229773,0.0497321,0.056972,0.012814,0.0653789,0.0127426,,,0.0184802,0.00714296,0.372725,0.0571892,2.86,0.41268,1.1106,0.158408,,,0.495033,0.066568,0.362261,0.0481331
35,141.927,-80.182,128,96,1.43101,8.50834,3.91189e-15,1.30039e-15,0.19109,0.0643466,0.632127,0.202059,0.0956536,0.0262192,0.0823795,0.0213257,,,0.0313981,0.00934787,0.340601,0.0883674,2.86,0.723061,1.01549,0.257223,0.0211341,0.00737366,0.49621,0.112582,0.34922,0.0797376
36,141.949,-80.1825,58,88,0.948194,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,141.922,-80.1811,142,113,1.41809,8.62444,4.51475e-15,7.53267e-16,0.0466388,0.016347,0.187932,0.0332222,0.0658191,0.0110175,0.06195,0.00921415,,,0.0144559,0.00335643,0.356393,0.0440512,2.86,0.343518,1.06264,0.124069,,,0.494004,0.0562404,0.344475,0.0396803
38,141.918,-80.1786,155,158,1.43737,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,141.912,-80.1786,172,157,1.3007,8.55695,4.05427e-15,9.69864e-16,0.139214,0.0374189,0.398064,0.0934856,0.0762838,0.0179958,0.0619761,0.0118502,,,0.0223768,0.00693338,0.369036,0.0699268,2.86,0.522185,1.10099,0.200872,0.0133397,0.00569762,0.436346,0.0703652,0.304644,0.0491001
40,141.906,-80.1807,190,120,1.4637,8.54595,2.3106e-15,4.303e-16,0.146025,0.0329628,0.408706,0.0750369,0.0880462,0.0161753,0.0906492,0.0143357,,,0.032159,0.00737406,0.335839,0.0524177,2.86,0.405203,1.00113,0.145618,0.0193928,0.00675403,0.569119,0.0738395,0.392246,0.0514434
41,141.913,-80.1822,171,92,1.16769,8.4685,7.02061e-16,2.18531e-16,0.308679,0.106223,0.821655,0.246404,0.112412,0.0415818,0.0587515,0.0179705,,,0.0268784,0.0113918,0.281746,0.0706549,2.86,0.633667,0.841127,0.190273,,,0.412231,0.0854738,0.280239,0.0593582
42,141.915,-80.178,163,168,1.46904,8.56298,2.65529e-15,4.24887e-16,0.103468,0.02469,0.352543,0.0573488,0.0926297,0.0152229,0.0553487,0.00779348,,,0.0166827,0.00479234,0.349479,0.0438333,2.86,0.342685,1.04176,0.123017,0.0224512,0.00661059,0.520781,0.0582461,0.360135,0.0410026
43,141.93,-80.1782,119,165,1.04772,8.52053,9.48561e-16,2.96812e-16,0.166544,0.0604919,0.571257,0.173916,0.0848217,0.0255228,0.104585,0.0260274,,,0.034863,0.0114381,0.352511,0.0900712,2.86,0.668037,1.05302,0.256895,,,0.623558,0.131087,0.438284,0.091816
44,141.958,-80.1809,31,116,0.963362,8.36708,5.16542e-16,1.68467e-16,0.491116,0.161173,1.57901,0.483972,0.0917536,0.0336344,,,0.0653553,0.023572,0.0397922,0.0151432,0.17969,0.0456916,2.86,0.639508,0.536999,0.125565,0.0358455,0.0163686,0.382844,0.0899303,0.260811,0.0607635
45,141.922,-80.1772,141,183,1.14621,8.5153,8.28575e-16,1.85655e-16,0.169611,0.052745,0.578998,0.128852,0.0728992,0.0209225,0.112559,0.0210684,,,,,0.336994,0.0587005,2.86,0.4642,1.00617,0.166998,,,0.578565,0.0858736,0.409546,0.0607164
46,141.913,-80.1765,171,195,0.963333,8.45403,7.07625e-16,1.52326e-16,0.350533,0.0811032,0.99643,0.206519,0.0960715,0.0201983,0.100885,0.0189615,,,0.02665,0.00931119,0.290048,0.0514723,2.86,0.449349,0.866801,0.139614,,,0.579044,0.083628,0.413294,0.0605779
47,141.93,-80.1756,119,211,0.749913,8.41007,1.35925e-15,3.42468e-16,0.455757,0.113078,1.37734,0.331135,0.0911765,0.0210525,0.0848787,0.0176458,,,0.0393914,0.0102057,0.246499,0.0490834,2.86,0.544373,0.737449,0.141565,0.0275263,0.0103118,0.596122,0.103372,0.416838,0.0735897
48,141.903,-80.1797,200,137,1.03161,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,141.921,-80.1827,145,84,1.12071,8.49878,5.46565e-16,1.63876e-16,0.115453,0.0582777,0.676386,0.197445,0.0859778,0.0349239,0.118566,0.0338309,,,,,0.326606,0.0726082,2.86,0.612392,0.975283,0.209464,,,0.568054,0.116805,0.417894,0.088186
50,141.949,-80.1796,60,140,1.22895,8.46428,4.23386e-16,1.37881e-16,0.326184,0.119645,0.929955,0.288436,0.0770261,0.0348959,,,0.079647,0.0265866,,,0.304129,0.0736569,2.86,0.654509,0.907669,0.207364,,,0.514649,0.109617,0.358299,0.0769721
51,141.882,-80.1767,265,192,1.10911,8.29352,2.95982e-16,1.12301e-16,1.00947,0.369601,3.01973,1.06735,0.177397,0.0778846,0.0888002,0.0311934,,,,,0.168399,0.0498306,2.86,0.745315,0.502887,0.133983,0.0427972,0.0194373,0.393387,0.0967526,0.284252,0.0718523
52,141.936,-80.1746,99,229,1.07308,,8.96594e-15,3.49892e-15,,,,,,,,,,,,,,,0.79101,0.20696,,,,,,,,
53,141.908,-80.1756,186,211,0.702824,8.396,1.30616e-15,3.13325e-16,0.514943,0.120745,1.56542,0.359353,0.103662,0.0241553,0.0775097,0.0154782,0.0146135,0.00564011,0.0195584,0.0056931,0.240792,0.0463478,2.86,0.511491,0.720545,0.132063,0.0307191,0.00888526,0.535731,0.0898307,0.363502,0.0617741
54,141.943,-80.1747,77,228,1.08145,8.37963,2.83479e-16,8.12026e-17,0.526205,0.160577,1.51417,0.406489,0.0995766,0.03954,0.120704,0.0432502,,,,,0.196323,0.0456445,2.86,0.540782,0.586359,0.11432,,,0.507766,0.0957703,0.328235,0.0638367
55,141.915,-80.1752,163,219,0.912884,8.3839,1.12899e-15,2.23474e-16,0.593452,0.116324,1.76726,0.332339,0.0753297,0.0153563,,,0.089857,0.0181072,0.0352962,0.0109235,0.239429,0.0453127,2.86,0.421217,0.715712,0.111749,0.027243,0.0109921,0.578866,0.0803953,0.403465,0.0549154
56,141.882,-80.1782,265,165,1.11537,8.37834,2.99117e-16,7.36396e-17,0.594108,0.153334,1.62402,0.373714,0.10562,0.0313521,0.0817794,0.0216266,,,,,0.207786,0.0395878,2.86,0.463704,0.620489,0.103111,,,0.505122,0.0822739,0.343162,0.0585966
57,141.929,-80.1769,120,188,0.94533,8.43125,4.36856e-16,1.20947e-16,0.421132,0.121679,1.31808,0.343282,0.0890162,0.0298924,,,0.105186,0.0326588,0.0786137,0.0354874,0.297679,0.0607692,2.86,0.534656,0.889689,0.171402,,,0.62468,0.115222,0.428123,0.0801861
58,141.926,-80.1827,131,83,0.844627,8.48261,3.6205e-16,1.00682e-16,0.21838,0.0780902,0.753879,0.20527,0.107441,0.0334942,0.106478,0.0322812,,,,,0.30268,0.0633544,2.86,0.556508,0.905094,0.176731,,,0.555678,0.101488,0.380776,0.0701617
59,141.949,-80.1801,59,130,1.12736,8.45709,3.79241e-16,1.39916e-16,0.254378,0.111189,0.886121,0.314406,,,0.0987825,0.034266,,,,,0.267171,0.076258,2.86,0.75974,0.797776,0.218393,,,0.526665,0.128166,0.334069,0.0849119
60,141.924,-80.1766,136,194,0.854694,8.46421,9.37201e-16,3.04371e-16,0.311052,0.103239,0.902057,0.284577,0.089825,0.0247182,0.0796949,0.0208498,,,0.022835,0.0108745,0.294244,0.077764,2.86,0.700167,0.879824,0.226971,,,0.604933,0.131222,0.420028,0.0910937
61,141.936,-80.1812,98,111,1.30111,8.53207,8.60475e-16,2.32065e-16,0.136523,0.0518834,0.476638,0.128899,0.107076,0.0312135,0.11999,0.0276445,,,0.0309787,0.0121745,0.33525,0.0684016,2.86,0.573525,1.00019,0.198471,0.0336852,0.0137621,0.583926,0.105367,0.403993,0.0734574
62,141.903,-80.1792,201,146,1.50919,8.55257,5.46442e-16,1.80519e-16,0.159257,0.0772899,0.42824,0.145728,0.0959218,0.0457781,0.100152,0.0293169,,,,,0.378685,0.0925927,2.86,0.664998,1.12859,0.267096,,,0.640306,0.139038,0.446229,0.0984497
63,141.926,-80.1804,130,126,1.21752,8.60583,1.59059e-15,3.68171e-16,,,0.261413,0.0677583,0.058197,0.0231375,0.10188,0.019205,,,0.0465525,0.011686,0.40908,0.0685554,2.86,0.467579,1.22097,0.199803,,,0.616374,0.0931667,0.408315,0.0623295
64,141.89,-80.1809,242,117,0.677102,8.43084,2.66991e-16,9.77596e-17,0.400554,0.155566,1.11737,0.386854,0.175668,0.0714226,,,0.0982534,0.0385204,,,0.25089,0.0700294,2.86,0.687515,0.750862,0.187807,,,0.598713,0.139241,0.418742,0.0998417
65,141.955,-80.1797,41,138,0.793596,8.40852,2.49037e-16,8.98309e-17,0.428135,0.16468,1.22642,0.423352,0.10917,0.0448024,,,,,,,0.215886,0.063232,2.86,0.738862,0.645723,0.175067,,,0.463169,0.11635,0.304898,0.0766493
66,141.94,-80.1777,87,173,1.047,8.4803,4.54573e-16,1.36681e-16,0.237319,0.0989142,0.798939,0.231891,0.113956,0.0341758,,,0.148151,0.0396233,,,0.312823,0.0667984,2.86,0.580742,0.934473,0.188131,,,0.642357,0.129236,0.434233,0.0862537
67,141.899,-80.1817,212,101,1.19907,8.44396,4.95726e-16,1.0449e-16,0.462572,0.104754,1.23097,0.245569,0.125639,0.0345078,0.106535,0.0219962,,,,,0.32052,0.0523351,2.86,0.411508,0.956731,0.142044,,,0.568754,0.0906763,0.422548,0.0735804
68,141.923,-80.176,140,205,0.972517,8.4204,1.86762e-15,2.78719e-16,0.440027,0.0657212,1.27384,0.181599,0.104291,0.0158865,0.0824162,0.0106785,0.0125807,0.00472178,0.0287614,0.00670021,0.255383,0.0326132,2.86,0.317549,0.763172,0.0919698,0.0225859,0.00616827,0.509958,0.0544303,0.354591,0.0390352
69,141.93,-80.1802,119,129,1.49829,8.58793,1.8651e-15,5.65638e-16,,,0.314134,0.0986926,0.0736228,0.0221967,0.112532,0.0271129,,,0.0329122,0.0120008,0.407696,0.0905186,2.86,0.628671,1.21512,0.264861,,,0.601223,0.121407,0.407869,0.0819709
70,141.906,-80.1819,191,98,1.03882,8.49688,5.9061e-16,1.00243e-16,0.228564,0.0572797,0.636566,0.110886,0.0905607,0.0218169,0.0574845,0.0162021,,,,,0.300703,0.0436819,2.86,0.323628,0.898304,0.10557,,,0.521277,0.0589133,0.357341,0.0424568
71,141.939,-80.1745,89,232,0.0520199,8.38151,1.34641e-16,4.19632e-17,0.446251,0.153228,1.39692,0.406894,,,,,0.0635619,0.0259092,,,0.183768,0.0459422,2.86,0.625569,0.551712,0.119353,,,0.458459,0.102246,0.303136,0.063232
