# BETIS HII-region catalogue - extinction-corrected emission-line fluxes
# Galaxy: ESO018-G009   (128 valid HII regions)
#
# UNITS
#   Hb4861 and e_Hb4861 are ABSOLUTE, in erg s^-1 cm^-2 (cgs), unscaled.
#   Every other line and its error is NORMALISED BY Hbeta, i.e. the
#   dimensionless ratio F(line)/F(Hbeta), so Hbeta itself would be 1.
#   To recover an absolute flux:  F(line) = <line> * Hb4861   [cgs]
#   and likewise                  e(line) = e_<line> * Hb4861.
#   The errors are scaled by F(Hbeta) only; the uncertainty of Hbeta
#   itself is NOT folded into them - it is given once, as e_Hb4861.
#   Rows without a measured Hbeta have no ratios at all (all blank).
#
# Fluxes are corrected for internal extinction using the region's own
# Balmer decrement (Cardelli et al. 1989, R_V=3.1, intrinsic Ha/Hb=2.86,
# E(B-V) clamped at >=0); A_V [mag] is that correction.
# OH = 12+log(O/H) from the O3N2 calibrator (blank where [O III] or Hb
# is undetected). ra/dec in degrees J2000; XPIX/YPIX are 1-based FITS
# pixel coordinates in the galaxy's segmentation map.
region_id,ra,dec,XPIX,YPIX,A_V,OH,Hb4861,e_Hb4861,OIII4959,e_OIII4959,OIII5007,e_OIII5007,HeI5876,e_HeI5876,OI6300,e_OI6300,SIII6312,e_SIII6312,OI6364,e_OI6364,NII6548,e_NII6548,Ha6563,e_Ha6563,NII6584,e_NII6584,HeI6678,e_HeI6678,SII6716,e_SII6716,SII6731,e_SII6731
1,126.029,-77.7831,231,180,1.52323,8.60377,1.53124e-14,8.57026e-16,0.0807095,0.00664167,0.249258,0.0144849,0.0637461,0.00407118,0.0544072,0.00308578,,,0.0157311,0.00167933,0.382366,0.0207828,2.86,0.119581,1.13948,0.0478362,0.0132661,0.00420534,0.393788,0.0268458,0.29376,0.0206041
2,126.033,-77.7826,215,189,1.11936,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,126.033,-77.7819,215,201,1.06598,8.47063,2.24005e-14,3.15719e-15,0.359303,0.0558493,1.0791,0.14513,0.0764998,0.009202,0.0754053,0.0078459,,,0.0246655,0.00302593,0.378834,0.0503562,2.86,0.285711,1.13155,0.117034,,,0.377645,0.043842,0.2777,0.0332672
4,126.033,-77.7834,214,175,1.418,8.5356,7.71805e-15,5.83789e-16,0.177741,0.0191419,0.541528,0.0421164,0.0688357,0.00519797,0.0962696,0.00638855,,,0.0282919,0.00326065,0.396452,0.0304854,2.86,0.149394,1.18208,0.0655299,,,0.460275,0.0306051,0.32758,0.0237183
5,126.041,-77.7836,186,171,1.41,8.60188,4.3683e-15,8.16846e-16,0.0749547,0.0165901,0.222895,0.0411105,0.064316,0.0123676,0.0601388,0.00956387,,,0.0178255,0.00432792,0.335034,0.0505384,2.86,0.411863,0.998993,0.143401,,,0.414556,0.0546845,0.293175,0.0387216
6,126.028,-77.7823,234,194,1.21787,8.52334,4.33251e-15,1.32154e-15,0.202483,0.0653831,0.611934,0.186666,0.0667171,0.017322,0.0904544,0.0211263,,,0.0262656,0.00700791,0.390092,0.0917474,2.86,0.63952,1.16429,0.265488,,,0.474339,0.0993932,0.344473,0.0720482
7,126.039,-77.7828,192,186,1.48703,8.55594,3.90216e-15,2.54786e-16,0.134332,0.0125651,0.414713,0.0273023,0.0763548,0.0061845,0.0836519,0.00896828,,,0.0234492,0.00389946,0.380572,0.0230492,2.86,0.13824,1.13434,0.0554522,,,0.452972,0.0237786,0.318892,0.0181638
8,126.048,-77.7877,157,97,1.21388,8.47105,1.64769e-15,2.67783e-16,0.212719,0.0347368,0.682319,0.106949,0.0920502,0.0140101,0.0479517,0.00695894,,,,,0.240856,0.0332963,2.86,0.350168,0.718885,0.0901738,,,0.489093,0.0575459,0.321542,0.0394876
9,126.045,-77.7863,168,123,0.972088,8.53562,1.06821e-15,1.45654e-16,0.116259,0.019377,0.40742,0.0552609,0.0673166,0.00965913,0.0566063,0.00924375,,,0.0154985,0.00638245,0.297658,0.0338395,2.86,0.294494,0.889505,0.095931,,,0.519002,0.0626075,0.337664,0.0431617
10,126.037,-77.7818,198,203,1.69804,8.60076,1.02385e-14,2.54536e-15,0.0766683,0.0196337,0.250067,0.0602423,0.0642527,0.0142954,0.0666339,0.0128353,,,0.0183861,0.00483386,0.372025,0.0764461,2.86,0.529161,1.10769,0.208673,0.0132126,0.00534552,0.388254,0.0642088,0.279727,0.0462915
11,126.04,-77.7814,189,211,1.2169,8.62062,2.9906e-15,4.86309e-16,0.0608486,0.0125361,0.196944,0.0316409,0.0692116,0.00991305,0.0656493,0.0100476,,,0.0202376,0.00488302,0.358923,0.0528217,2.86,0.35621,1.07127,0.136343,,,0.417917,0.0517041,0.29308,0.0376214
12,126.029,-77.7818,231,204,0.985413,8.49899,4.10218e-15,9.28011e-16,0.264888,0.0703059,0.794958,0.178725,0.0668742,0.0135486,0.0981058,0.016149,,,0.0279265,0.00639639,0.384482,0.0683227,2.86,0.463109,1.14889,0.191325,,,0.461999,0.0713532,0.328105,0.0505973
13,126.027,-77.7846,237,153,1.25999,8.61283,1.89101e-15,1.84803e-16,0.0613798,0.0111629,0.201082,0.021469,0.056341,0.00665325,0.0825036,0.00837132,,,0.0254893,0.00696007,0.338404,0.0301535,2.86,0.192018,1.0098,0.0736102,,,0.51546,0.0355246,0.346124,0.0248065
14,126.038,-77.778,197,272,1.21831,8.56159,1.36137e-15,7.60284e-17,0.101292,0.0110162,0.346619,0.021164,0.0829279,0.00951493,0.0555671,0.0055512,,,,,0.337985,0.0181551,2.86,0.117558,1.00877,0.0443682,,,0.449493,0.0401417,0.318423,0.0256592
15,126.027,-77.7754,237,318,0.485921,8.40756,3.10607e-16,5.21846e-17,0.393319,0.0698236,1.15848,0.190399,0.0985309,0.0228902,0.0384205,0.013403,,,,,0.201514,0.0307679,2.86,0.343463,0.603668,0.0777308,,,0.328148,0.0502635,0.222374,0.0407372
16,126.02,-77.7834,264,174,1.25828,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,126.055,-77.7766,130,297,0.726891,8.39527,4.76848e-16,1.78422e-16,0.409918,0.150608,1.29557,0.465983,0.105328,0.0370226,0.0424833,0.0140733,0.0234688,0.0101094,,,0.197765,0.0586233,2.86,0.815013,0.591722,0.170158,,,0.425114,0.108716,0.301526,0.0787276
