# BETIS HII-region catalogue - extinction-corrected emission-line fluxes
# Galaxy: NGC4900   (528 valid HII regions)
#
# UNITS
#   Hb4861 and e_Hb4861 are ABSOLUTE, in erg s^-1 cm^-2 (cgs), unscaled.
#   Every other line and its error is NORMALISED BY Hbeta, i.e. the
#   dimensionless ratio F(line)/F(Hbeta), so Hbeta itself would be 1.
#   To recover an absolute flux:  F(line) = <line> * Hb4861   [cgs]
#   and likewise                  e(line) = e_<line> * Hb4861.
#   The errors are scaled by F(Hbeta) only; the uncertainty of Hbeta
#   itself is NOT folded into them - it is given once, as e_Hb4861.
#   Rows without a measured Hbeta have no ratios at all (all blank).
#
# Fluxes are corrected for internal extinction using the region's own
# Balmer decrement (Cardelli et al. 1989, R_V=3.1, intrinsic Ha/Hb=2.86,
# E(B-V) clamped at >=0); A_V [mag] is that correction.
# OH = 12+log(O/H) from the O3N2 calibrator (blank where [O III] or Hb
# is undetected). ra/dec in degrees J2000; XPIX/YPIX are 1-based FITS
# pixel coordinates in the galaxy's segmentation map.
region_id,ra,dec,XPIX,YPIX,A_V,OH,Hb4861,e_Hb4861,OIII4959,e_OIII4959,OIII5007,e_OIII5007,HeI5876,e_HeI5876,OI6300,e_OI6300,SIII6312,e_SIII6312,OI6364,e_OI6364,NII6548,e_NII6548,Ha6563,e_Ha6563,NII6584,e_NII6584,HeI6678,e_HeI6678,SII6716,e_SII6716,SII6731,e_SII6731
1,195.171,2.49168,144,129,0.862119,,7.43301e-13,2.35351e-13,,,,,,,,,,,,,,,0.682076,0.161969,,,,,,,,
2,195.171,2.50118,135,300,0.736952,8.45739,2.36714e-14,2.60035e-15,0.304122,0.0328013,0.902662,0.0956543,0.0792995,0.00930015,,,,,,,0.272524,0.0250667,2.86,0.229939,0.81536,0.0652014,0.0276774,0.00418702,0.39803,0.0381139,0.285246,0.0293461
3,195.164,2.5009,277,295,0.776923,8.63658,7.73534e-14,5.52127e-15,0.0434985,0.00629678,0.143973,0.0114473,0.0251102,0.0060799,,,,,,,0.307469,0.0269106,2.86,0.15551,0.919727,0.0554925,0.0137374,0.0027219,0.328954,0.0219388,0.239452,0.0165847
4,195.165,2.49901,246,261,1.40657,8.62572,2.05906e-14,5.59151e-15,0.0584392,0.0165644,0.18627,0.04906,0.0544932,0.0145406,,,,,,,0.357849,0.0793651,2.86,0.58649,1.06704,0.226286,0.0187517,0.00668834,0.283166,0.0674794,0.203467,0.0473317
5,195.154,2.5029,442,331,0.582506,8.52958,1.25087e-14,1.63414e-15,0.152382,0.0202357,0.446346,0.0563194,,,,,,,,,0.304194,0.0339655,2.86,0.284884,0.910821,0.0928235,0.0241932,0.00470735,0.365508,0.0407992,0.25336,0.03
6,195.164,2.49973,265,274,0.80287,8.60799,2.20119e-14,4.64142e-15,0.0623605,0.0137998,0.194088,0.0397759,0.0437532,0.0105047,,,,,,,0.30996,0.0537872,2.86,0.466836,0.927058,0.156082,0.0161459,0.00314925,0.37351,0.0535938,0.267,0.0382743
7,195.158,2.50929,378,446,0.573931,8.52703,1.63765e-14,3.90337e-15,0.143179,0.0334958,0.429201,0.0982985,0.099718,0.0218791,,,,,,,0.284263,0.0571668,2.86,0.517966,0.851182,0.166965,0.0230536,0.00430144,0.390465,0.0627211,0.279656,0.0449378
8,195.171,2.50223,142,319,1.02293,8.48294,8.99069e-15,2.0973e-15,0.218647,0.0500002,0.639978,0.143603,0.262182,0.0546816,0.0481526,0.0173892,,,,,0.258149,0.0498403,2.86,0.490151,0.771241,0.135123,0.0281618,0.00540317,0.325557,0.0520951,0.226221,0.0365582
9,195.165,2.50851,249,432,0.555883,8.51318,2.82968e-14,2.32421e-15,0.157754,0.0132777,0.468324,0.0372592,0.0568277,0.0157571,,,,,,,0.26535,0.0342606,2.86,0.175096,0.794621,0.0575192,0.0236498,0.00237864,0.385607,0.0224605,0.272642,0.0156391
10,195.166,2.50857,240,433,0.416702,8.52567,1.38375e-14,2.43588e-15,0.135795,0.0236169,0.411398,0.0697252,0.103178,0.018713,,,,,,,0.268133,0.0359029,2.86,0.36653,0.803517,0.10214,0.0234752,0.0037474,0.393963,0.0476639,0.276163,0.0332184
